review_number,revision_number,status,author,url,close_date,close_time
6861,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6861/1,2011-06-08,07:49:00.564000000
6862,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6862/1,2011-06-08,07:49:18.920000000
6863,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6863/1,2011-06-08,07:49:35.167000000
6864,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6864/1,2011-06-08,07:49:58.655000000
6865,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6865/1,2011-06-08,07:50:25.557000000
6866,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6866/1,2011-06-08,07:51:01.775000000
6867,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6867/1,2011-06-08,07:51:26.931000000
6868,1,DirectlyApprove,Andreas Short,http://review.couchbase.org/#/c/6868/1,2011-06-08,07:51:45.405000000
6873,14,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/6873/14,2011-07-09,23:10:39.974000000
6880,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/6880/1,2011-06-17,02:10:11.836000000
6904,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6904/2,2011-06-09,21:09:50.862000000
6905,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6905/2,2011-06-10,22:11:27.512000000
6906,3,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/6906/3,2011-06-16,00:22:30.048000000
6920,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6920/1,2011-06-12,01:25:33.974000000
6949,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6949/2,2011-06-15,18:38:59.882000000
6950,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6950/1,2011-06-13,07:26:10.785000000
6952,3,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/6952/3,2011-06-15,18:44:30.703000000
6982,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/6982/2,2011-06-17,18:39:20.249000000
7006,4,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7006/4,2011-06-21,23:38:46.906000000
7007,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7007/1,2011-06-16,00:09:06.589000000
7009,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7009/2,2011-06-18,22:39:55.234000000
7039,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7039/1,2011-06-16,22:39:04.347000000
7040,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7040/2,2011-06-20,22:54:08.687000000
7043,4,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7043/4,2011-06-16,23:32:16.787000000
7044,4,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7044/4,2011-06-21,22:44:34.349000000
7045,8,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7045/8,2011-06-21,23:23:46.445000000
7048,8,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7048/8,2011-09-12,04:44:24.207000000
7101,6,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7101/6,2011-07-05,21:36:42.134000000
7103,1,Rejected,Kenny Maynard,http://review.couchbase.org/#/c/7103/1,2011-06-22,20:13:22.818000000
7104,1,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7104/1,2011-06-23,02:46:31.633000000
7105,2,DirectlyApprove,Kenny Maynard,http://review.couchbase.org/#/c/7105/2,2011-06-29,17:26:17.763000000
7107,3,ApproveAfterChange,Kenny Maynard,http://review.couchbase.org/#/c/7107/3,2011-06-25,00:06:20.412000000
